measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,rei_id,rei_name,metric_id,metric_name,year,val,upper,lower
2,AVISA (Años de Vida Saludable Perdidos),130,México,3,Ambos,8,15-19 años,571,Trastorno de ansiedad,169,Todos los factores de riesgo,1,Número,2020,22127.675521269484,41246.21899333467,6280.177488717568
2,AVISA (Años de Vida Saludable Perdidos),130,México,1,Hombre,8,15-19 años,571,Trastorno de ansiedad,169,Todos los factores de riesgo,2,Porcentaje,2020,0.2011736537931364,0.3755433338117046,0.0820239512949788
2,AVISA (Años de Vida Saludable Perdidos),130,México,2,Mujer,8,15-19 años,571,Trastorno de ansiedad,169,Todos los factores de riesgo,2,Porcentaje,2020,0.2678886349483717,0.4853960065798832,0.0895460999162229
2,AVISA (Años de Vida Saludable Perdidos),130,México,3,Ambos,8,15-19 años,571,Trastorno de ansiedad,169,Todos los factores de riesgo,2,Porcentaje,2020,0.2458489700748588,0.4354855651895949,0.0940129361993069
2,AVISA (Años de Vida Saludable Perdidos),130,México,1,Hombre,8,15-19 años,571,Trastorno de ansiedad,169,Todos los factores de riesgo,3,Tasa,2020,106.07527549435999,200.07716368570001,29.39417827572
2,AVISA (Años de Vida Saludable Perdidos),130,México,2,Mujer,8,15-19 años,571,Trastorno de ansiedad,169,Todos los factores de riesgo,3,Tasa,2020,290.66495557518,541.6110223967199,75.02169195824
2,AVISA (Años de Vida Saludable Perdidos),130,México,3,Ambos,8,15-19 años,571,Trastorno de ansiedad,169,Todos los factores de riesgo,3,Tasa,2020,197.66738067300997,368.45406844659,56.101068237510006
2,AVISA (Años de Vida Saludable Perdidos),130,México,1,Hombre,8,15-19 años,571,Trastorno de ansiedad,169,Todos los factores de riesgo,1,Número,2021,5949.957234312075,11545.97224548253,1694.5708203888803
2,AVISA (Años de Vida Saludable Perdidos),130,México,2,Mujer,8,15-19 años,571,Trastorno de ansiedad,169,Todos los factores de riesgo,1,Número,2021,16006.965930355898,29976.15458430548,4107.987948099522
2,AVISA (Años de Vida Saludable Perdidos),130,México,3,Ambos,8,15-19 años,571,Trastorno de ansiedad,169,Todos los factores de riesgo,1,Número,2021,21956.923164667995,41343.59607542842,6305.283105020713
2,AVISA (Años de Vida Saludable Perdidos),130,México,1,Hombre,8,15-19 años,571,Trastorno de ansiedad,169,Todos los factores de riesgo,2,Porcentaje,2021,0.200587109058923,0.3795227983173798,0.0808131854052822
2,AVISA (Años de Vida Saludable Perdidos),130,México,2,Mujer,8,15-19 años,571,Trastorno de ansiedad,169,Todos los factores de riesgo,2,Porcentaje,2021,0.2659479601580199,0.4842830730350078,0.0924243262458547
2,AVISA (Años de Vida Saludable Perdidos),130,México,3,Ambos,8,15-19 años,571,Trastorno de ansiedad,169,Todos los factores de riesgo,2,Porcentaje,2021,0.244343736214797,0.436152221379509,0.0948308995861842
2,AVISA (Años de Vida Saludable Perdidos),130,México,1,Hombre,8,15-19 años,571,Trastorno de ansiedad,169,Todos los factores de riesgo,3,Tasa,2021,105.83037079779001,205.36526160455003,30.140898699349997
2,AVISA (Años de Vida Saludable Perdidos),130,México,2,Mujer,8,15-19 años,571,Trastorno de ansiedad,169,Todos los factores de riesgo,3,Tasa,2021,289.41923301515004,541.99376110876,74.2758325561
2,AVISA (Años de Vida Saludable Perdidos),130,México,3,Ambos,8,15-19 años,571,Trastorno de ansiedad,169,Todos los factores de riesgo,3,Tasa,2021,196.87216101544,370.69871049222,56.53500271372
2,AVISA (Años de Vida Saludable Perdidos),130,México,1,Hombre,8,15-19 años,571,Trastorno de ansiedad,169,Todos los factores de riesgo,1,Número,2022,5945.800457725577,12038.997551637884,1717.9675665216105
2,AVISA (Años de Vida Saludable Perdidos),130,México,2,Mujer,8,15-19 años,571,Trastorno de ansiedad,169,Todos los factores de riesgo,1,Número,2022,16182.53990361929,31584.177280963875,3977.414154954036
2,AVISA (Años de Vida Saludable Perdidos),130,México,3,Ambos,8,15-19 años,571,Trastorno de ansiedad,169,Todos los factores de riesgo,1,Número,2022,22128.34036134487,42875.45819837524,6201.908586923175
2,AVISA (Años de Vida Saludable Perdidos),130,México,1,Hombre,8,15-19 años,571,Trastorno de ansiedad,169,Todos los factores de riesgo,2,Porcentaje,2022,0.1990639446270249,0.3800776782710746,0.0731662329511838
2,AVISA (Años de Vida Saludable Perdidos),130,México,2,Mujer,8,15-19 años,571,Trastorno de ansiedad,169,Todos los factores de riesgo,2,Porcentaje,2022,0.2602664054955333,0.4762347053068648,0.0835298765055418
2,AVISA (Años de Vida Saludable Perdidos),130,México,3,Ambos,8,15-19 años,571,Trastorno de ansiedad,169,Todos los factores de riesgo,2,Porcentaje,2022,0.2402830482515719,0.4279307365225155,0.0891599811284951
2,AVISA (Años de Vida Saludable Perdidos),130,México,1,Hombre,8,15-19 años,571,Trastorno de ansiedad,169,Todos los factores de riesgo,3,Tasa,2022,105.96552086445,214.55793131901,30.6174634196
2,AVISA (Años de Vida Saludable Perdidos),130,México,2,Mujer,8,15-19 años,571,Trastorno de ansiedad,169,Todos los factores de riesgo,3,Tasa,2022,293.43269473566,572.705539783,72.12114788647999
